bid_id,nama_pembeli,kontak_pembeli,iklan_id,tanggal_penawaran,harga_penawaran,status_penawaran
335,Cager Mandala,+62 (038) 468 1093,1,2022-06-03,292185309,sent
336,Cut Rika Manullang,083 547 8384,11,2022-05-17,200572340,sent
337,Daryani Latupono,(016) 504-7398,21,2022-12-12,263870805,sent
338,Sari Mangunsong,0836453173,1,2022-03-11,279545094,sent
339,Ida Safitri,0890189344,4,2022-04-10,220945197,sent
340,Ratih Kuswandari,080 767 1110,43,2023-01-08,256169669,sent
341,Gatra Hardiansyah,(014) 100-1431,6,2022-07-28,172751323,sent
342,Janet Latupono,+62 (54) 311-9964,28,2022-12-29,191970931,sent
343,Puput Rajasa,+62-141-077-6862,37,2022-03-12,164912407,sent
344,Sutan Unggul Uwais,(031) 338-4142,20,2022-03-31,256418974,sent
345,Iriana Tampubolon,0874817374,47,2022-11-18,280492354,sent
346,Safina Wibisono,0890838383,27,2022-07-30,259560530,sent
347,Ir. Gamblang Melani,+62 (0754) 739-0999,11,2022-07-20,249779299,sent
348,Bambang Siregar,0877921115,40,2022-10-11,189625447,sent
349,"Tgk. Nasrullah Sihombing, M.Ak",+62 (091) 429-8175,39,2022-05-20,202449965,sent
350,Prabawa Waskita,+62-16-095-4193,33,2022-05-15,227950600,sent
351,"R. Najib Sihotang, S.Sos",0895648371,31,2022-04-17,164168998,sent
352,Ir. Yosef Hutasoit,(009) 522 9774,47,2022-07-17,269231774,sent
353,"Karna Mulyani, S.Pd",+62 (0738) 725 5066,8,2022-03-20,264300326,sent
354,"Cut Janet Nuraini, S.E.",(0383) 738 4488,43,2022-12-09,203047293,sent
355,Novi Utami,+62 (033) 442-6115,23,2022-11-05,248008968,sent
356,Hj. Kiandra Anggriawan,+62 (73) 102-6050,37,2022-12-30,265344241,sent
357,Rachel Wijayanti,+62 (000) 577-7637,34,2022-02-05,198650953,sent
358,Chelsea Prakasa,+62 (686) 041-6613,6,2023-01-16,152557874,sent
359,"Talia Simbolon, S.Pt",+62 (036) 537-9454,44,2023-01-25,174432463,sent
360,Mulyanto Oktaviani,+62 (609) 151-1696,27,2022-08-14,191537962,sent
361,Betania Pratama,+62-051-019-2037,36,2022-04-02,250299294,sent
362,Candra Hidayanto,+62 (39) 719 5241,30,2022-05-08,187286945,sent
363,"dr. Hamima Puspita, S.H.",(037) 216-5813,13,2022-05-10,256574928,sent
364,Estiawan Wijayanti,+62-89-658-2996,13,2022-07-16,286304293,sent
365,Prasetyo Sihotang,+62-480-219-2673,43,2022-11-03,247608150,sent
366,Umar Budiyanto,+62 (0773) 161-2145,34,2022-05-16,210280266,sent
367,Edi Suryono,(049) 023-7201,32,2022-11-20,157692957,sent
368,Puji Tarihoran,0801026996,34,2022-10-08,226224159,sent
369,"Salimah Utami, S.Ked",+62 (653) 774 1081,10,2022-10-24,167109380,sent
370,Karya Kuswandari,080 150 2076,20,2022-02-07,161272141,sent
371,"Patricia Kuswoyo, S.Psi",+62-098-515-7059,31,2022-12-24,239067142,sent
372,Humaira Waskita,+62 (0462) 510 5421,3,2022-02-10,166121501,sent
373,Iriana Oktaviani,(027) 818-3342,25,2022-05-09,235505870,sent
374,Diah Pangestu,(0315) 552 7223,27,2022-06-19,283636850,sent
375,"Dr. Ika Sinaga, S.E.I",+62 (019) 757-8069,5,2022-02-21,199059387,sent
376,Olga Mahendra,+62 (0684) 625-4228,39,2022-12-20,278083648,sent
377,"R.A. Jasmin Haryanto, S.E.",+62 (645) 088-6325,2,2022-11-11,284458598,sent
378,Harjo Santoso,(053) 427 1329,38,2022-05-16,261758411,sent
379,Kajen Safitri,0856895089,13,2022-03-01,212227209,sent
380,Ciaobella Winarsih,+62 (060) 387-0085,5,2022-06-13,264693195,sent
381,Alambana Oktaviani,0863941555,43,2022-10-21,228681327,sent
382,Indah Wijayanti,(0543) 482 1047,22,2022-06-12,228629501,sent
383,Balangga Tampubolon,+62-036-529-6477,12,2022-07-26,273618262,sent
384,"Ir. Bala Suryatmi, M.Farm",+62 (74) 919-1992,47,2022-09-10,253964671,sent
385,Cut Sadina Pratiwi,+62 (06) 517-4498,14,2022-11-19,259435205,sent
386,Putri Maheswara,(0393) 357 5620,10,2022-04-24,261066213,sent
387,dr. Zalindra Hidayanto,+62 (463) 750-6646,10,2022-03-30,283045821,sent
388,"Sutan Nasab Safitri, S.Psi",+62 (0563) 703-5304,5,2023-01-04,278461710,sent
389,"Ir. Jinawi Permata, M.Kom.",+62-0763-298-9715,12,2022-10-10,227086642,sent
390,"KH. Candrakanta Rahayu, S.T.",+62 (47) 618 3235,37,2022-11-27,247814149,sent
391,Garan Namaga,(044) 210-3951,41,2022-09-29,259554973,sent
392,Widya Aryani,+62 (0546) 818-7205,28,2022-02-16,260136846,sent
393,Yuni Nainggolan,+62 (0515) 324-0666,38,2022-09-28,244686564,sent
394,Hari Handayani,+62-039-511-4395,46,2023-01-03,152571232,sent
395,"Padmi Hidayanto, S.Psi",+62 (049) 383-2669,4,2022-06-18,190599478,sent
396,Taufik Najmudin,+62-01-943-6153,4,2022-05-02,270712276,sent
397,Kamila Palastri,+62 (0870) 922 4161,32,2023-01-13,179208657,sent
398,Hasan Pradipta,+62 (023) 487 7382,32,2022-08-24,223981434,sent
399,"Usyi Suartini, S.Psi",+62 (66) 928 6774,38,2023-01-24,263387909,sent
400,Hj. Olivia Siregar,+62 (051) 264 2556,34,2022-08-06,296895511,sent
401,Edi Latupono,(084) 511-7402,8,2022-12-06,299313618,sent
402,"Martani Firmansyah, S.Farm",(0553) 260-9170,43,2022-11-23,153282455,sent
403,"Cakrajiya Nainggolan, S.Pt",(0279) 552-3136,33,2022-02-04,169996385,sent
404,"Ilyas Pratama, M.Pd",+62 (997) 146-8924,35,2023-01-17,224266063,sent
405,"Dt. Jarwa Hassanah, M.Farm",+62 (448) 338 1948,40,2022-05-30,189049153,sent
406,Alika Kusmawati,(015) 918 1896,27,2022-04-18,251162444,sent
407,dr. Halim Aryani,(065) 024 4826,17,2022-05-08,252512315,sent
408,"Daryani Usamah, S.Sos",(0301) 388-4871,15,2022-11-25,263117555,sent
409,Raina Safitri,+62-33-280-2510,33,2022-08-07,205926227,sent
410,Bakti Mangunsong,+62 (012) 311-9645,12,2022-12-19,240903200,sent
411,Cut Padma Hassanah,(0090) 639 5505,31,2022-08-25,205300384,sent
412,Hamima Haryanti,086 104 1063,41,2022-11-01,218474752,sent
413,Nardi Sudiati,+62 (006) 548-5893,27,2022-04-18,255014055,sent
414,Genta Puspasari,+62 (0580) 057 0310,31,2022-12-28,252492775,sent
415,"Gilang Dabukke, M.Kom.",(0709) 639-7304,29,2022-12-26,294306650,sent
416,"Ir. Omar Utama, S.Pd",083 709 1558,42,2022-03-20,184432726,sent
417,Bajragin Melani,(0691) 004-1907,46,2022-04-22,221652633,sent
418,"dr. Karimah Hassanah, S.Pt",+62-06-913-1761,39,2022-03-11,221184668,sent
419,"Dr. Surya Budiman, M.Pd",084 114 3823,3,2022-11-11,156851464,sent
420,Sutan Banara Gunawan,0801685832,7,2022-03-23,168795473,sent
421,Cager Prakasa,+62 (0091) 603-4443,38,2022-03-14,198952520,sent
422,Hendra Puspasari,(0864) 544 6616,12,2022-06-04,231893069,sent
423,"Danu Hutapea, S.E.I",(062) 511-6171,15,2022-04-26,168239931,sent
424,Hesti Wulandari,080 056 4755,13,2023-01-02,157004670,sent
425,KH. Edward Irawan,+62-0925-079-5255,9,2022-06-24,281519268,sent
426,"Laksana Hidayat, M.M.",+62 (029) 805 9926,9,2022-05-10,210514132,sent
427,"Dr. Nurul Rahimah, S.Pt",+62 (0322) 804-3606,4,2022-02-15,171891721,sent
428,"R.A. Iriana Sitorus, M.TI.",+62-055-181-2873,40,2022-06-18,159265802,sent
429,H. Lurhur Kuswandari,(0631) 304-6368,44,2022-03-30,225069145,sent
430,Endra Handayani,+62 (037) 553-3082,26,2022-08-12,150987861,sent
431,Arsipatra Haryanti,+62 (0899) 304 9584,31,2022-10-27,275554592,sent
432,"R.M. Makara Haryanto, S.Psi",(0632) 977 2206,44,2022-02-04,186738546,sent
433,"Hari Utama, S.H.",087 522 4427,22,2022-12-05,234515732,sent
434,"Ana Hastuti, S.Gz",(0167) 149 2252,5,2022-02-06,249540380,sent
435,Eva Rajata,+62 (705) 518-1723,2,2022-08-21,200205267,sent
436,"Baktianto Purnawati, S.IP",+62-935-359-2559,34,2022-11-09,208866322,sent
437,Prabu Winarsih,+62 (955) 386-9428,15,2022-07-06,191052701,sent
438,"R.A. Febi Wijaya, S.Psi",+62 (10) 778 7385,18,2022-08-13,258393346,sent
439,Gambira Mansur,0892056697,22,2022-07-14,153777649,sent
440,Darman Puspita,+62-04-105-0230,30,2022-02-08,156289462,sent
441,dr. Zulaikha Sihombing,+62 (0917) 070-7284,24,2022-06-30,202558298,sent
442,Dono Usamah,(0304) 195 6666,36,2022-04-01,183195605,sent
443,Dt. Aswani Januar,0872589448,24,2022-05-28,189576476,sent
444,"Titi Sitompul, S.Pt",+62 (073) 838-1016,8,2022-07-12,256755113,sent
445,Cecep Anggraini,085 788 8289,49,2022-07-03,286467057,sent
446,"Luwar Pradana, S.Psi",+62-059-753-1856,43,2022-08-27,272116689,sent
447,Ida Zulaika,+62 (076) 211-7485,34,2022-08-16,284105060,sent
448,"Zahra Yuniar, M.Ak",+62-089-202-8355,20,2022-08-13,298922151,sent
449,"T. Harjo Saptono, S.Pd",+62 (204) 659 1903,27,2023-01-07,150910478,sent
450,KH. Balangga Prabowo,088 644 1364,4,2022-07-29,169442059,sent
451,Hj. Mutia Nashiruddin,+62 (0198) 675-1082,27,2022-07-09,231790352,sent
452,"Dt. Kawaca Pradana, S.Psi",+62 (080) 777-1414,6,2022-02-07,191622048,sent
453,R. Koko Ramadan,+62 (36) 747 8439,42,2022-08-10,285189902,sent
454,"Daryani Hutapea, S.Psi",+62 (95) 722 7975,30,2022-05-10,156458713,sent
455,Tgk. Patricia Januar,+62 (0329) 619-6785,22,2022-03-27,175950216,sent
456,Daliman Dabukke,+62 (0167) 805-6253,8,2022-02-15,244963141,sent
457,"Sutan Raden Fujiati, S.Pd",(056) 160-5078,23,2022-05-15,240982249,sent
458,"Iriana Kurniawan, S.Pd",(0919) 329-3455,26,2022-03-30,212446383,sent
459,"Ir. Jaswadi Sitompul, M.Kom.",+62 (083) 149 9184,2,2022-10-05,175640433,sent
460,"Natalia Mahendra, S.Farm",(083) 124-9645,37,2022-10-05,205640446,sent
461,Mulyono Astuti,(001) 254 6045,36,2022-06-08,232560912,sent
462,Garang Manullang,+62 (042) 905-2752,29,2022-02-22,233634719,sent
463,Gasti Rahayu,+62-001-683-3239,44,2022-08-12,170191540,sent
464,R. Hesti Permadi,+62 (046) 983-5301,34,2022-03-09,280735939,sent
465,Tgk. Rafid Gunarto,+62 (430) 638-7735,16,2022-10-15,295830174,sent
466,dr. Keisha Rajasa,+62-332-784-3969,15,2022-07-23,153694270,sent
467,"Dr. Bakiman Putra, S.Psi",0820196410,19,2023-01-25,183165381,sent
468,Zaenab Habibi,+62-34-655-0023,18,2023-01-26,297256260,sent
469,"Umay Maryati, S.H.",+62-36-731-3728,4,2022-09-16,224736009,sent
470,Lili Simbolon,+62-0036-746-1039,3,2022-10-04,218885752,sent
471,Ratna Sitompul,+62 (029) 453-1112,30,2022-11-15,268589344,sent
472,"drg. Fitriani Nashiruddin, S.I.Kom",(084) 004 8595,8,2022-11-06,224498261,sent
473,KH. Ibrani Hutagalung,+62 (207) 752-4313,47,2022-07-03,246769557,sent
474,"R.A. Laras Yuliarti, S.Psi",+62-027-485-9709,41,2023-01-03,266571173,sent
475,Candrakanta Puspasari,+62 (658) 869 5099,48,2022-06-07,165957464,sent
476,"Hj. Ida Suryatmi, S.Kom",(0936) 145 0471,41,2022-11-01,181426667,sent
477,"Kurnia Iswahyudi, S.E.I",+62 (21) 586-4782,30,2022-05-06,201430787,sent
478,Olivia Puspita,+62-056-052-3836,33,2022-03-11,250730929,sent
479,Cut Gasti Situmorang,(0156) 468 8593,37,2022-05-04,171070085,sent
480,Yuliana Thamrin,+62 (035) 970 6511,19,2022-03-11,294047305,sent
481,Dt. Paiman Nasyidah,(026) 507 6534,23,2022-02-13,214229774,sent
482,Mahfud Handayani,+62 (019) 347 8248,46,2023-01-13,214873131,sent
483,"Lanjar Saptono, S.H.",(080) 481 9789,18,2022-09-04,159907742,sent
484,Dr. Bagya Mardhiyah,+62 (75) 272-8283,34,2023-01-25,230300655,sent
485,Laila Narpati,083 407 1845,8,2022-04-15,288797747,sent
486,Gaman Usamah,+62 (98) 075 6690,31,2022-10-23,257699815,sent
487,"Drs. Shania Yuliarti, S.H.",(072) 398-4248,12,2022-08-05,171007040,sent
488,Kawaya Sihombing,+62 (0617) 371 5503,16,2022-04-22,241439000,sent
489,"dr. Kalim Kurniawan, S.IP",+62-0260-106-8645,47,2022-06-17,189282726,sent
490,Vega Prastuti,+62 (151) 242 4186,47,2022-07-06,167005254,sent
491,Kambali Sitorus,+62 (080) 798-8071,29,2022-11-19,231374732,sent
492,"Tgk. Tira Suwarno, S.Ked",+62-876-205-0146,36,2022-09-02,217419432,sent
493,"T. Jagapati Kurniawan, S.Ked",+62-0719-802-0514,17,2022-05-24,151882387,sent
494,Zulfa Saputra,+62 (0996) 874-6826,16,2022-09-07,176938858,sent
495,"Dr. Ina Pranowo, S.Gz",(0415) 274-8706,19,2022-07-26,231443682,sent
496,R.A. Fitria Sirait,(0461) 577 8232,19,2022-08-09,174590980,sent
497,Malika Situmorang,+62 (0984) 468-5366,16,2022-08-27,152261790,sent
498,Laras Nugroho,+62 (265) 129 3325,49,2022-05-07,259314204,sent
499,H. Makara Handayani,+62 (54) 084-8809,13,2022-12-13,209369568,sent
500,Malik Anggriawan,(0934) 005 3505,7,2023-01-29,268578301,sent
